c_of_o_id,plot_number,block_number,area_name,state,owner_name,date_registered,status
C-OF-O-60A104A1,116,6,Enugu-Ukwu,Anambra,Comfort Ibrahim,2023-04-05,Verified
C-OF-O-1377A212,154,43,Uwani,Enugu,Gabriel Adeyemi,2014-11-11,Verified
C-OF-O-74BE1F67,56,10,Amawbia,Anambra,Joshua Oyekan,2017-01-02,Verified
C-OF-O-B38FE076,2,45,Nnewi,Anambra,Peter Oyekan,2013-04-03,Verified
C-OF-O-14F972D9,121,29,Victoria Island,Lagos,Patience Ibrahim,2010-10-21,Verified
C-OF-O-2620FAF5,51,28,Ikoyi,Lagos,Deborah Eze,2013-09-10,Verified
C-OF-O-AF948FFE,59,49,Amawbia,Anambra,Elizabeth Ekwueme,2023-05-20,Verified
C-OF-O-49D92623,11,49,Nnewi,Anambra,Peter Uche,2012-02-24,Verified
C-OF-O-F6FF75B3,179,19,Enugu-Ukwu,Anambra,Blessing Obasanjo,2021-01-04,Verified
C-OF-O-CA472D25,64,38,Amawbia,Anambra,Philip Adetokunbo,2019-12-20,Verified
C-OF-O-57F14283,54,22,Amawbia,Anambra,Blessing Okafor,2019-11-19,Verified
C-OF-O-42F25687,67,32,Victoria Island,Lagos,John Obasanjo,2012-03-15,Revoked
C-OF-O-A75DDE30,38,36,Surulere,Lagos,Joy Ibrahim,2022-07-06,Verified
C-OF-O-17F4C4DB,77,45,GRA,Enugu,Gloria Oshodi,2015-09-01,Verified
C-OF-O-7402834D,23,46,Uwani,Enugu,Patience Uche,2020-11-02,Verified
C-OF-O-4017B545,101,31,Nnewi,Anambra,Victoria Abiola,2013-08-29,Verified
C-OF-O-B88905A6,197,17,GRA,Enugu,Daniel Balogun,2018-12-08,Verified
C-OF-O-CF0AEB7D,35,5,Ikeja GRA,Lagos,Sarah Abiola,2017-08-12,Verified
C-OF-O-D089460D,39,1,Uwani,Enugu,Patience Adeyemi,2013-08-29,Verified
C-OF-O-C55E9837,151,8,New Haven,Enugu,Agnes Akinwale,2024-08-12,Verified
C-OF-O-18737945,136,28,Victoria Island,Lagos,David Ojo,2021-10-20,Verified
C-OF-O-42A9876E,53,26,New Haven,Enugu,Stephen Chukwu,2011-02-04,Verified
C-OF-O-717F5A8A,155,33,Ikeja GRA,Lagos,Grace Oshodi,2019-09-07,Verified
C-OF-O-E2EE50F5,122,12,Ikoyi,Lagos,Hope Abiola,2023-07-09,Verified
C-OF-O-38858488,118,44,Surulere,Lagos,Joshua Okonkwo,2018-03-22,Verified
C-OF-O-FF2D21D0,173,25,Nnewi,Anambra,Paul Okafor,2012-06-12,Verified
C-OF-O-5A615EFD,165,38,Victoria Island,Lagos,Deborah Ekwueme,2020-03-14,Verified
C-OF-O-61CEF1C1,151,25,Onitsha GRA,Anambra,Agnes Ogunleye,2010-12-25,Verified
C-OF-O-3CF9CCA6,29,29,New Haven,Enugu,Hope Eze,2023-03-30,Verified
C-OF-O-13FBAF18,177,12,New Haven,Enugu,Joy Oshodi,2016-11-02,Verified
C-OF-O-441DAD68,175,11,Enugu-Ukwu,Anambra,Grace Oshodi,2022-03-11,Verified
C-OF-O-B02551DA,170,17,Ikoyi,Lagos,Peace Adetokunbo,2013-04-20,Verified
C-OF-O-7086380B,16,35,Onitsha GRA,Anambra,Samuel Obi,2021-07-14,Verified
C-OF-O-2F211994,84,21,Victoria Island,Lagos,Nathaniel Okonkwo,2021-07-23,Verified
C-OF-O-8932F51C,185,42,Trans-Ekulu,Enugu,Stephen Obasanjo,2013-10-14,Under Dispute
C-OF-O-22801716,185,34,Onitsha GRA,Anambra,Peter Nnamani,2023-12-04,Verified
C-OF-O-5FD1465E,172,6,Onitsha GRA,Anambra,Peace Oyekan,2014-04-21,Verified
C-OF-O-11A308FF,166,29,Amawbia,Anambra,Stephen Oyekan,2011-03-30,Verified
C-OF-O-877AADFF,107,30,GRA,Enugu,Andrew Uche,2019-11-04,Verified
C-OF-O-64EC0AD5,48,50,GRA,Enugu,Nathaniel Akinwale,2016-05-14,Verified
C-OF-O-8A3FB1CA,117,37,Ikeja GRA,Lagos,Philip Obi,2017-11-12,Verified
C-OF-O-67AA31A6,111,21,Uwani,Enugu,Juliet Uche,2022-12-21,Verified
C-OF-O-AED473FC,178,26,Ikeja GRA,Lagos,Joseph Uche,2011-10-20,Pledged as Collateral
C-OF-O-BDD9D140,192,17,Trans-Ekulu,Enugu,Andrew Nnamani,2013-06-24,Verified
C-OF-O-21E3049C,24,8,Amawbia,Anambra,Patience Adeyemi,2012-02-25,Verified
C-OF-O-4AA5BBD7,89,18,Amawbia,Anambra,Faith Eze,2017-07-01,Verified
C-OF-O-8B22A1AF,78,40,Ikeja GRA,Lagos,Hope Ibrahim,2022-10-06,Verified
C-OF-O-4E01EAE9,67,41,New Haven,Enugu,Nathaniel Ojo,2021-12-04,Verified
C-OF-O-13B284B6,85,5,Onitsha GRA,Anambra,Peter Obasanjo,2022-10-24,Verified
C-OF-O-DC8930B2,12,27,Amawbia,Anambra,Simon Akinwale,2014-06-08,Verified
C-OF-O-F3A26055,173,36,Victoria Island,Lagos,Hope Obasanjo,2023-01-09,Verified
C-OF-O-73D1B013,193,50,Nnewi,Anambra,Juliet Obi,2023-07-02,Verified
C-OF-O-870208D6,196,44,Ikoyi,Lagos,Daniel Obi,2019-12-05,Verified
C-OF-O-DC357272,100,40,New Haven,Enugu,Mark Obasanjo,2016-05-15,Verified
C-OF-O-C0CFC867,37,46,Amawbia,Anambra,Hope Adetokunbo,2011-03-04,Verified
C-OF-O-ACAABF0F,124,37,Victoria Island,Lagos,Simon Oyekan,2021-02-22,Verified
C-OF-O-9642228C,136,40,Enugu-Ukwu,Anambra,Joshua Adetokunbo,2013-04-18,Verified
C-OF-O-0748FEC6,116,37,Enugu-Ukwu,Anambra,Paul Uche,2016-01-20,Verified
C-OF-O-15E209D0,130,45,Ikoyi,Lagos,Paul Akinwale,2016-06-04,Verified
C-OF-O-DB82A04D,107,46,Uwani,Enugu,Juliet Okafor,2017-11-21,Verified
C-OF-O-8AB7F46F,178,21,GRA,Enugu,Joy Adetokunbo,2012-10-15,Verified
C-OF-O-6EB5A19A,36,1,Uwani,Enugu,Esther Uche,2022-07-21,Verified
C-OF-O-23F999F6,109,43,Enugu-Ukwu,Anambra,Philip Oshodi,2022-04-09,Verified
C-OF-O-244025F5,54,24,Trans-Ekulu,Enugu,Faith Olawale,2017-12-22,Verified
C-OF-O-E1ADCFF4,1,16,Trans-Ekulu,Enugu,David Obasanjo,2012-10-16,Verified
C-OF-O-CE4D9D54,17,45,Amawbia,Anambra,Blessing Ojo,2014-03-25,Verified
C-OF-O-53E4FDCA,10,27,GRA,Enugu,Mark Oyekan,2013-08-11,Verified
C-OF-O-E5816DF4,166,27,Trans-Ekulu,Enugu,Angela Adetokunbo,2013-06-15,Verified
C-OF-O-F656DDCA,79,6,Surulere,Lagos,Philip Akinwale,2024-06-11,Pledged as Collateral
C-OF-O-9CC17435,137,4,Ikoyi,Lagos,Benjamin Uche,2012-01-12,Verified
C-OF-O-6FB27D7D,179,10,Surulere,Lagos,Blessing Okafor,2019-08-27,Verified
C-OF-O-E2FFDBD2,48,3,Ikoyi,Lagos,Hope Oshodi,2024-06-28,Verified
C-OF-O-75945381,147,14,Ikeja GRA,Lagos,John Uche,2016-10-12,Pledged as Collateral
C-OF-O-E6D49624,106,5,New Haven,Enugu,Victoria Okafor,2021-09-14,Verified
C-OF-O-C1C27D39,111,44,GRA,Enugu,John Obi,2016-08-21,Verified
C-OF-O-0967AEA3,23,46,Uwani,Enugu,Sarah Chukwu,2010-11-08,Verified
C-OF-O-B9B9F31F,86,25,Victoria Island,Lagos,Nathaniel Ogunleye,2017-04-16,Verified
C-OF-O-FFDF06A0,71,41,Surulere,Lagos,Esther Eze,2014-01-09,Verified
C-OF-O-20E77C06,105,1,Ikoyi,Lagos,Daniel Okonkwo,2011-09-17,Verified
C-OF-O-5C53D1A4,160,18,Ikeja GRA,Lagos,Andrew Balogun,2023-12-12,Verified
C-OF-O-212B0F8C,93,38,Ikoyi,Lagos,Samuel Akinwale,2017-03-13,Verified
C-OF-O-9887FE5E,200,20,Ikoyi,Lagos,Simon Okafor,2012-09-07,Verified
C-OF-O-DD18D6B8,107,35,Ikoyi,Lagos,Mary Ibrahim,2018-07-02,Verified
C-OF-O-6943B8A9,108,37,Surulere,Lagos,Peace Obi,2023-06-24,Verified
C-OF-O-4BF27C01,139,21,Ikeja GRA,Lagos,Joy Olawale,2023-06-20,Verified
C-OF-O-E154BDA6,5,32,New Haven,Enugu,Mary Okafor,2024-10-04,Verified
C-OF-O-433C9F67,95,39,Enugu-Ukwu,Anambra,Esther Ogunleye,2010-12-09,Verified
C-OF-O-B1371D8D,45,31,Ikoyi,Lagos,Gloria Oshodi,2010-11-12,Verified
C-OF-O-D872CAAC,126,29,GRA,Enugu,Ruth Okafor,2015-04-22,Verified
C-OF-O-473D29F0,157,33,Onitsha GRA,Anambra,Nathaniel Chukwu,2011-11-05,Verified
C-OF-O-6CF04124,4,10,Enugu-Ukwu,Anambra,Gloria Ojo,2023-01-22,Under Dispute
C-OF-O-EBD4A4FD,198,15,Trans-Ekulu,Enugu,Joy Ibrahim,2023-09-11,Verified
C-OF-O-D50F834A,151,7,Trans-Ekulu,Enugu,Philip Oyekan,2021-10-26,Verified
C-OF-O-5B67A9EF,162,43,Trans-Ekulu,Enugu,Daniel Nnamani,2024-04-09,Verified
C-OF-O-83BE8833,196,32,Onitsha GRA,Anambra,Gloria Nnamani,2013-02-27,Verified
C-OF-O-5B03651F,135,18,Victoria Island,Lagos,Victoria Balogun,2024-04-29,Verified
C-OF-O-B95C1D51,54,11,Trans-Ekulu,Enugu,Stephen Oshodi,2015-05-14,Verified
C-OF-O-E1418948,77,17,New Haven,Enugu,Emmanuel Obasanjo,2022-02-23,Verified
C-OF-O-5982DAE3,68,31,GRA,Enugu,Esther Eze,2023-03-08,Verified
C-OF-O-DA1B8ACE,130,38,Victoria Island,Lagos,Mary Eze,2014-04-25,Verified
C-OF-O-94725479,128,6,Surulere,Lagos,Simon Oyekan,2013-01-05,Verified
C-OF-O-DE4F7B53,15,47,Surulere,Lagos,Gloria Abiola,2016-04-13,Verified
C-OF-O-ED27202D,199,36,Victoria Island,Lagos,Andrew Akinwale,2018-06-18,Verified
C-OF-O-BFAD1511,177,8,Enugu-Ukwu,Anambra,Stephen Uche,2013-11-13,Verified
C-OF-O-642460BE,177,13,New Haven,Enugu,Patience Oshodi,2011-02-17,Verified
C-OF-O-8435A514,4,42,Victoria Island,Lagos,Mark Ojo,2024-04-22,Verified
C-OF-O-07481E4C,142,50,Ikoyi,Lagos,Charity Ogunleye,2019-03-17,Verified
C-OF-O-57853961,19,36,Ikeja GRA,Lagos,Hope Akinwale,2013-03-08,Verified
C-OF-O-C61D768B,122,41,Ikeja GRA,Lagos,Ruth Ekwueme,2019-03-26,Verified
C-OF-O-648842F4,136,39,GRA,Enugu,Hope Oyekan,2014-08-23,Verified
C-OF-O-7883F972,90,42,Victoria Island,Lagos,Mark Nnamani,2017-06-24,Verified
C-OF-O-51066E6E,155,18,Surulere,Lagos,Paul Abiola,2012-05-13,Verified
C-OF-O-46DD679F,84,31,GRA,Enugu,Joseph Oshodi,2012-09-20,Verified
C-OF-O-B6D31CD8,92,43,Surulere,Lagos,Michael Ekwueme,2018-04-18,Verified
C-OF-O-20ACCAFE,119,24,Amawbia,Anambra,Blessing Oshodi,2017-03-21,Verified
C-OF-O-3961CF53,55,27,Nnewi,Anambra,Blessing Balogun,2011-06-29,Verified
C-OF-O-269F48B1,131,22,New Haven,Enugu,Blessing Okafor,2013-03-18,Verified
C-OF-O-2AE350AE,171,22,Uwani,Enugu,Samuel Abiola,2022-07-27,Verified
C-OF-O-29497DDD,147,16,Trans-Ekulu,Enugu,Ruth Chukwu,2024-02-01,Verified
C-OF-O-6D96DD2A,114,17,Surulere,Lagos,Sarah Chukwu,2024-01-16,Verified
C-OF-O-A9257016,157,23,Trans-Ekulu,Enugu,Michael Okafor,2020-03-07,Verified
C-OF-O-085E77CE,183,1,Ikeja GRA,Lagos,Emmanuel Olawale,2013-10-15,Verified
C-OF-O-5CEEC780,62,7,Surulere,Lagos,Mark Oyekan,2014-09-25,Verified
C-OF-O-F6759FE5,64,40,Ikoyi,Lagos,Daniel Abiola,2016-11-27,Verified
C-OF-O-FFEFF1D7,12,5,Amawbia,Anambra,Emmanuel Akinwale,2012-06-29,Verified
C-OF-O-031CE80E,200,13,GRA,Enugu,Mary Adeyemi,2014-05-24,Verified
C-OF-O-13E7A2C4,156,20,Ikoyi,Lagos,Juliet Adeyemi,2022-02-02,Verified
C-OF-O-B513B60F,79,3,Surulere,Lagos,Comfort Nnamani,2023-09-02,Verified
C-OF-O-8D7EB6A2,116,37,Nnewi,Anambra,Sarah Olawale,2015-07-06,Verified
C-OF-O-A3BB64DE,40,38,Victoria Island,Lagos,Andrew Oyekan,2022-07-07,Verified
C-OF-O-8F78C579,159,46,Ikeja GRA,Lagos,Elizabeth Nnamani,2019-03-24,Verified
C-OF-O-3243852E,132,22,Uwani,Enugu,Charity Oshodi,2015-02-06,Verified
C-OF-O-C0625CC2,93,23,Enugu-Ukwu,Anambra,David Uche,2022-08-07,Verified
C-OF-O-9B642682,35,5,Surulere,Lagos,Paul Okonkwo,2024-09-21,Verified
C-OF-O-EB046D33,30,49,Ikoyi,Lagos,Deborah Abiola,2018-05-23,Verified
C-OF-O-1D99D4AB,89,45,Victoria Island,Lagos,James Akinwale,2011-05-02,Verified
C-OF-O-13B363D6,170,14,Enugu-Ukwu,Anambra,Patience Okafor,2014-12-11,Verified
C-OF-O-C7B3BF2E,46,3,Nnewi,Anambra,Joshua Akinwale,2018-12-22,Verified
C-OF-O-3B21FF6E,72,29,GRA,Enugu,Juliet Ojo,2020-01-21,Verified
C-OF-O-99145D5C,47,16,Enugu-Ukwu,Anambra,Joshua Obi,2015-08-31,Verified
C-OF-O-5C9F69C3,80,20,Nnewi,Anambra,Agnes Ogunleye,2014-01-03,Verified
C-OF-O-272EB2D7,104,10,Nnewi,Anambra,Cornelius Ojo,2012-01-14,Verified
C-OF-O-E720C42C,45,21,Onitsha GRA,Anambra,Andrew Balogun,2022-10-14,Verified
C-OF-O-CA341BEC,184,41,Ikeja GRA,Lagos,Charity Obi,2018-01-15,Verified
C-OF-O-68AEBA82,107,35,Amawbia,Anambra,Gabriel Obasanjo,2013-02-21,Verified
C-OF-O-A4EE3DE3,80,25,Trans-Ekulu,Enugu,Mark Abiola,2011-03-23,Verified
C-OF-O-817A146D,64,47,Ikoyi,Lagos,Daniel Adeyemi,2022-09-26,Verified
C-OF-O-35D56F03,50,2,Trans-Ekulu,Enugu,Charity Abiola,2017-11-05,Verified
C-OF-O-3DC0D266,153,32,Victoria Island,Lagos,Cornelius Adeyemi,2024-06-01,Verified
C-OF-O-C49A2BC8,187,12,Trans-Ekulu,Enugu,Paul Abiola,2017-02-22,Verified
C-OF-O-D1ECC2D0,126,22,Uwani,Enugu,Joseph Eze,2017-08-06,Verified
C-OF-O-4B9DFC4D,137,45,Uwani,Enugu,Agnes Okonkwo,2011-02-23,Verified
C-OF-O-D35AA059,183,38,New Haven,Enugu,Victoria Oshodi,2016-05-17,Under Dispute
C-OF-O-0F1DDC2F,102,15,New Haven,Enugu,Blessing Ibrahim,2011-12-18,Verified
C-OF-O-054A0465,128,32,Enugu-Ukwu,Anambra,Peace Balogun,2019-01-19,Verified
C-OF-O-DDA9E5F1,45,11,Victoria Island,Lagos,Blessing Uche,2015-08-13,Verified
C-OF-O-C286970F,36,14,Uwani,Enugu,Gloria Eze,2016-01-30,Verified
C-OF-O-803FE49A,103,45,GRA,Enugu,Simon Chukwu,2017-08-14,Verified
C-OF-O-470D753B,76,8,Ikeja GRA,Lagos,Simon Adetokunbo,2011-06-06,Verified
C-OF-O-AB9DA269,181,11,Surulere,Lagos,Comfort Adetokunbo,2017-04-23,Verified
C-OF-O-30DA9973,71,11,Onitsha GRA,Anambra,Angela Balogun,2016-10-23,Verified
C-OF-O-CCF4A83D,72,21,Onitsha GRA,Anambra,Paul Okonkwo,2012-09-13,Under Dispute
C-OF-O-AD93176C,40,49,Trans-Ekulu,Enugu,David Akinwale,2024-08-04,Verified
C-OF-O-71FCBA99,175,47,Surulere,Lagos,Agnes Oshodi,2017-06-09,Verified
C-OF-O-B9AF2E95,54,19,Nnewi,Anambra,Mary Obasanjo,2016-01-30,Verified
C-OF-O-DCB71D70,16,28,Surulere,Lagos,Stephen Nnamani,2024-05-14,Verified
C-OF-O-4FD48613,72,17,Enugu-Ukwu,Anambra,Blessing Adetokunbo,2016-09-05,Verified
C-OF-O-D3B755F9,26,21,Nnewi,Anambra,Simon Eze,2022-01-03,Verified
C-OF-O-376441F8,178,45,Victoria Island,Lagos,Angela Abiola,2021-07-19,Verified
C-OF-O-168D1E36,165,7,Nnewi,Anambra,Ruth Akinwale,2024-01-28,Verified
C-OF-O-AD975F89,176,3,Onitsha GRA,Anambra,Agnes Balogun,2013-05-11,Verified
C-OF-O-9B5FBE5D,74,21,Ikoyi,Lagos,Daniel Ekwueme,2021-11-18,Verified
C-OF-O-4B58B391,59,20,Surulere,Lagos,Comfort Obi,2023-03-07,Verified
C-OF-O-A6E5EAE4,67,27,Trans-Ekulu,Enugu,Hope Ojo,2019-06-09,Verified
C-OF-O-5B667D53,200,17,Ikeja GRA,Lagos,Gabriel Olawale,2016-07-23,Verified
C-OF-O-249AFA49,105,24,New Haven,Enugu,Ruth Ojo,2024-07-10,Verified
C-OF-O-936B228A,78,21,Amawbia,Anambra,Agnes Akinwale,2016-04-20,Verified
C-OF-O-953CA874,15,23,Onitsha GRA,Anambra,Sarah Ojo,2013-08-23,Verified
C-OF-O-EFB22F12,101,48,Enugu-Ukwu,Anambra,Elizabeth Uche,2011-10-19,Verified
C-OF-O-85FA204F,76,7,Ikoyi,Lagos,Andrew Akinwale,2018-01-24,Verified
C-OF-O-8DE147FE,154,15,Nnewi,Anambra,Faith Ibrahim,2020-07-01,Verified
C-OF-O-FAE687F5,40,41,Onitsha GRA,Anambra,Samuel Okonkwo,2015-03-02,Verified
C-OF-O-8CB24CB5,81,1,GRA,Enugu,Charity Balogun,2012-12-14,Verified
C-OF-O-739D1121,163,14,Onitsha GRA,Anambra,Blessing Chukwu,2024-03-29,Verified
C-OF-O-5E93518A,89,23,Amawbia,Anambra,Peace Oyekan,2020-10-31,Verified
C-OF-O-665D6802,8,20,Amawbia,Anambra,Charity Chukwu,2023-01-31,Verified
C-OF-O-34C7C464,179,34,Onitsha GRA,Anambra,Benjamin Ogunleye,2019-09-20,Verified
C-OF-O-EAA82A7C,99,1,New Haven,Enugu,Samuel Uche,2016-04-05,Verified
C-OF-O-F892CF56,10,20,Uwani,Enugu,Faith Adeyemi,2011-12-10,Verified
C-OF-O-EC66F682,153,36,New Haven,Enugu,Victoria Balogun,2015-07-04,Verified
C-OF-O-255E61E2,102,15,Amawbia,Anambra,Simon Balogun,2021-08-03,Verified
C-OF-O-71F4A7D4,159,17,Victoria Island,Lagos,Deborah Oshodi,2013-11-05,Verified
C-OF-O-CC8619B7,72,29,Enugu-Ukwu,Anambra,Daniel Okafor,2012-07-31,Verified
C-OF-O-E60A8D98,95,46,Nnewi,Anambra,Charity Okafor,2012-09-13,Verified
C-OF-O-6F84D75B,48,4,Ikeja GRA,Lagos,Daniel Oshodi,2024-05-02,Verified
C-OF-O-6FB035F9,191,44,Victoria Island,Lagos,Mary Abiola,2022-05-21,Verified
C-OF-O-718B81BB,85,18,Onitsha GRA,Anambra,Mark Akinwale,2012-01-03,Verified
C-OF-O-7ABB2BC1,70,21,Nnewi,Anambra,Blessing Obi,2011-07-12,Verified
C-OF-O-8756D339,158,18,Ikoyi,Lagos,Nathaniel Ekwueme,2016-02-12,Verified
C-OF-O-89095493,63,36,New Haven,Enugu,Patience Olawale,2015-08-05,Verified
C-OF-O-5769686A,146,42,Ikeja GRA,Lagos,Philip Okonkwo,2015-07-14,Verified
C-OF-O-94D733D8,85,49,Trans-Ekulu,Enugu,Joshua Ojo,2022-10-19,Verified
C-OF-O-6B2AF75A,141,40,Ikeja GRA,Lagos,Joshua Adetokunbo,2017-11-07,Verified
C-OF-O-D3B213A0,35,35,GRA,Enugu,Stephen Adetokunbo,2012-03-26,Pledged as Collateral
C-OF-O-C569E3C8,132,14,Victoria Island,Lagos,Blessing Uche,2022-10-17,Verified
C-OF-O-3F78C7FD,70,1,Trans-Ekulu,Enugu,Comfort Adetokunbo,2023-03-18,Verified
C-OF-O-E8E5A87F,177,31,Nnewi,Anambra,Faith Chukwu,2013-11-30,Pledged as Collateral
C-OF-O-0F4E103A,172,25,Ikoyi,Lagos,Peace Akinwale,2021-11-14,Verified
C-OF-O-2AF35EBF,148,44,Amawbia,Anambra,Blessing Oshodi,2022-12-01,Verified
C-OF-O-4F18E62D,8,32,Ikeja GRA,Lagos,Blessing Nnamani,2011-04-21,Verified
C-OF-O-6989D20B,109,5,Victoria Island,Lagos,Gloria Nnamani,2017-02-02,Verified
C-OF-O-9B41D63A,196,43,Nnewi,Anambra,Joseph Ogunleye,2021-09-23,Verified
C-OF-O-6ECDF641,146,39,Nnewi,Anambra,Mary Ekwueme,2021-09-06,Verified
C-OF-O-18D49429,57,19,Victoria Island,Lagos,Daniel Obasanjo,2012-09-05,Verified
C-OF-O-8B15F601,21,34,Surulere,Lagos,James Ekwueme,2020-06-17,Verified
C-OF-O-3E81017A,143,7,Ikoyi,Lagos,Mary Abiola,2013-12-08,Verified
C-OF-O-844947AB,78,48,Amawbia,Anambra,Peter Balogun,2011-04-06,Verified
C-OF-O-A9734EF1,94,11,Ikoyi,Lagos,Patience Ojo,2024-02-29,Verified
C-OF-O-87C05ABB,20,38,Nnewi,Anambra,Patience Eze,2015-11-14,Verified
C-OF-O-91B8E21E,15,11,Nnewi,Anambra,Daniel Ekwueme,2012-12-17,Verified
C-OF-O-EC6D5733,167,33,New Haven,Enugu,Cornelius Adetokunbo,2015-01-17,Verified
C-OF-O-A2921202,20,42,Uwani,Enugu,James Eze,2013-10-19,Verified
C-OF-O-138EFBC9,90,38,Ikoyi,Lagos,Peter Akinwale,2024-04-09,Verified
C-OF-O-ECD578FA,194,41,Uwani,Enugu,Blessing Uche,2010-11-10,Verified
C-OF-O-CE8BC0A1,89,9,Ikoyi,Lagos,Sarah Oshodi,2014-10-22,Verified
C-OF-O-337E8B87,125,50,Surulere,Lagos,Angela Oshodi,2011-05-16,Verified
C-OF-O-0C601697,161,26,Onitsha GRA,Anambra,Nathaniel Okafor,2016-03-21,Verified
C-OF-O-1B192B8F,102,7,Onitsha GRA,Anambra,Joseph Adeyemi,2023-05-30,Verified
C-OF-O-ADD2B669,150,49,New Haven,Enugu,Samuel Oyekan,2012-03-13,Verified
C-OF-O-96FF2D84,122,29,Enugu-Ukwu,Anambra,Sarah Obi,2020-03-11,Verified
C-OF-O-05EBDF28,173,43,New Haven,Enugu,Benjamin Akinwale,2012-09-20,Verified
C-OF-O-A94A61F8,183,3,Onitsha GRA,Anambra,Hope Obasanjo,2011-12-20,Verified
C-OF-O-8E2B77F7,59,40,Victoria Island,Lagos,John Oshodi,2015-04-24,Verified
C-OF-O-29C03DA2,160,27,Enugu-Ukwu,Anambra,Stephen Eze,2017-09-08,Verified
C-OF-O-505C21FC,119,13,New Haven,Enugu,Faith Obi,2023-04-25,Verified
C-OF-O-8FB7E132,179,13,Uwani,Enugu,Patience Obi,2019-10-13,Verified
C-OF-O-B55F96F9,71,47,Onitsha GRA,Anambra,Mark Obi,2011-11-16,Verified
C-OF-O-18E2AA23,67,46,Nnewi,Anambra,Cornelius Obi,2016-03-04,Verified
C-OF-O-D9B69636,128,8,Ikoyi,Lagos,Victoria Okonkwo,2013-03-01,Verified
C-OF-O-6E0C549C,48,38,GRA,Enugu,Peter Ojo,2011-06-03,Verified
C-OF-O-DB696702,8,13,Nnewi,Anambra,Agnes Chukwu,2017-12-08,Verified
C-OF-O-F91B83D1,24,34,Victoria Island,Lagos,Hope Oshodi,2011-10-23,Verified
C-OF-O-4B932703,162,2,Nnewi,Anambra,Stephen Ogunleye,2021-04-06,Verified
C-OF-O-0C4F8CD8,116,4,Onitsha GRA,Anambra,Grace Obi,2023-11-12,Verified
C-OF-O-AA502CB6,85,42,New Haven,Enugu,Patience Adetokunbo,2015-08-23,Verified
C-OF-O-CC6D493F,81,18,New Haven,Enugu,Peace Uche,2020-10-07,Verified
C-OF-O-CBB28E2A,51,32,Trans-Ekulu,Enugu,Joseph Obi,2015-10-20,Verified
C-OF-O-53A40DD1,187,43,Trans-Ekulu,Enugu,Patience Akinwale,2014-06-15,Verified
C-OF-O-66EA2686,178,20,Ikeja GRA,Lagos,Hope Ogunleye,2017-09-11,Verified
C-OF-O-446C2202,58,20,Ikeja GRA,Lagos,Daniel Uche,2017-11-19,Verified
C-OF-O-51F33827,47,23,Onitsha GRA,Anambra,Paul Nnamani,2011-11-18,Verified
C-OF-O-92404799,172,4,Trans-Ekulu,Enugu,Juliet Oshodi,2022-06-15,Verified
C-OF-O-6BBCA44F,38,21,Onitsha GRA,Anambra,Samuel Ibrahim,2019-06-17,Verified
C-OF-O-5BAD158F,165,50,Enugu-Ukwu,Anambra,Faith Chukwu,2013-04-07,Verified
C-OF-O-B457BFBB,40,26,Uwani,Enugu,Agnes Eze,2024-05-16,Verified
C-OF-O-254FC645,157,37,Ikeja GRA,Lagos,Peter Eze,2024-06-04,Verified
C-OF-O-6C8E93FC,93,4,Enugu-Ukwu,Anambra,Elizabeth Balogun,2022-04-14,Verified
C-OF-O-71B1798E,163,9,Uwani,Enugu,Joy Balogun,2013-10-21,Verified
C-OF-O-D76A147E,145,39,GRA,Enugu,Sarah Adetokunbo,2013-11-23,Verified
C-OF-O-D389DC16,60,49,Uwani,Enugu,Nathaniel Balogun,2019-04-21,Verified
C-OF-O-49F89E94,69,27,Trans-Ekulu,Enugu,Hope Ibrahim,2012-10-23,Verified
C-OF-O-1D259D7C,88,48,Surulere,Lagos,Mary Adeyemi,2016-01-18,Verified
C-OF-O-A243A7E7,156,43,New Haven,Enugu,Stephen Akinwale,2012-08-20,Verified
C-OF-O-73AAEA2D,94,41,Surulere,Lagos,Elizabeth Ekwueme,2019-04-16,Verified
C-OF-O-7907E09D,177,29,Ikeja GRA,Lagos,Andrew Uche,2015-05-20,Verified
C-OF-O-41ED8923,89,34,Trans-Ekulu,Enugu,Joy Adeyemi,2021-10-31,Verified
C-OF-O-E4BDCA02,87,46,Nnewi,Anambra,Hope Adeyemi,2016-11-17,Verified
C-OF-O-B533AD6D,116,30,Onitsha GRA,Anambra,Mary Obi,2020-06-16,Verified
C-OF-O-8579C41E,189,4,GRA,Enugu,Nathaniel Chukwu,2023-06-23,Verified
C-OF-O-EC61B4B2,89,29,Ikeja GRA,Lagos,Simon Oshodi,2016-01-17,Verified
C-OF-O-7441628C,8,29,New Haven,Enugu,Emmanuel Uche,2019-09-29,Verified
C-OF-O-2FCCDE71,75,12,Enugu-Ukwu,Anambra,Angela Ojo,2017-10-11,Verified
C-OF-O-8B178FCD,94,8,Trans-Ekulu,Enugu,Philip Ibrahim,2018-03-14,Verified
C-OF-O-E84CC0AE,119,38,New Haven,Enugu,Joshua Olawale,2023-03-07,Verified
C-OF-O-BEC175EE,144,14,Onitsha GRA,Anambra,James Adeyemi,2018-10-31,Verified
C-OF-O-9315B7A8,37,34,Amawbia,Anambra,Hope Okonkwo,2015-05-19,Verified
C-OF-O-6B82AE76,152,44,Enugu-Ukwu,Anambra,Elizabeth Ibrahim,2017-07-06,Revoked
